date,state,value
2021-07-25,Bridges And Tunnels,90.8
2021-07-24,Subways,60.699999999999996
2021-07-24,Buses,61.199999999999996
2021-07-24,LIRR,75
2021-07-24,Metro North,71
2021-07-24,Access A Ride,83.1
2021-07-24,Bridges And Tunnels,96.6
2021-07-23,Subways,48.1
2021-07-23,Buses,59.8
2021-07-23,LIRR,44
2021-07-23,Metro North,38
2021-07-23,Access A Ride,80.80000000000001
2021-07-23,Bridges And Tunnels,94.89999999999999
2021-07-22,Subways,46.5
2021-07-22,Buses,59.5
2021-07-22,LIRR,44
2021-07-22,Metro North,39
2021-07-22,Access A Ride,78.8
2021-07-22,Bridges And Tunnels,95
2021-07-21,Subways,44.800000000000004
2021-07-21,Buses,56.2
2021-07-21,LIRR,42
2021-07-21,Metro North,41
2021-07-21,Access A Ride,75.2
2021-07-21,Bridges And Tunnels,93.4
2021-07-20,Subways,46.7
2021-07-20,Buses,60
2021-07-20,LIRR,44
2021-07-20,Metro North,41
2021-07-20,Access A Ride,76.5
2021-07-20,Bridges And Tunnels,101
2021-07-19,Subways,46.1
2021-07-19,Buses,60.699999999999996
2021-07-19,LIRR,44
2021-07-19,Metro North,39
2021-07-19,Access A Ride,77
2021-07-19,Bridges And Tunnels,98.3
2021-07-18,Subways,64.5
2021-07-18,Buses,62.1
2021-07-18,LIRR,72
2021-07-18,Metro North,70
2021-07-18,Access A Ride,73.2
2021-07-18,Bridges And Tunnels,96
2021-07-17,Subways,64.9
2021-07-17,Buses,62.6
2021-07-17,LIRR,65
2021-07-17,Metro North,67
2021-07-17,Access A Ride,88.2
2021-07-17,Bridges And Tunnels,97
2021-07-16,Subways,48.8
2021-07-16,Buses,59.4
2021-07-16,LIRR,41
2021-07-16,Metro North,39
2021-07-16,Access A Ride,80.60000000000001
2021-07-16,Bridges And Tunnels,95.7
2021-07-15,Subways,47.8
2021-07-15,Buses,62.4
2021-07-15,LIRR,44
2021-07-15,Metro North,40
2021-07-15,Access A Ride,82
2021-07-15,Bridges And Tunnels,99.3
2021-07-14,Subways,46
2021-07-14,Buses,59.599999999999994
2021-07-14,LIRR,42
2021-07-14,Metro North,39
2021-07-14,Access A Ride,77.5
2021-07-14,Bridges And Tunnels,97.1
2021-07-13,Subways,44.4
2021-07-13,Buses,57.199999999999996
2021-07-13,LIRR,43
2021-07-13,Metro North,41
2021-07-13,Access A Ride,74.3
2021-07-13,Bridges And Tunnels,93.7
2021-07-12,Subways,42.5
2021-07-12,Buses,55.900000000000006
2021-07-12,LIRR,41
2021-07-12,Metro North,37
2021-07-12,Access A Ride,76.4
2021-07-12,Bridges And Tunnels,91.2
2021-07-11,Subways,56.10000000000001
2021-07-11,Buses,56.3
2021-07-11,LIRR,67
2021-07-11,Metro North,66
2021-07-11,Access A Ride,65.2
2021-07-11,Bridges And Tunnels,87.5
2021-07-10,Subways,58.8
2021-07-10,Buses,58.9
2021-07-10,LIRR,65
2021-07-10,Metro North,67
2021-07-10,Access A Ride,84.7
2021-07-10,Bridges And Tunnels,93.10000000000001
2021-07-09,Subways,43
2021-07-09,Buses,54.800000000000004
2021-07-09,LIRR,37
2021-07-09,Metro North,33
2021-07-09,Access A Ride,74.3
2021-07-09,Bridges And Tunnels,87.4
2021-07-08,Subways,43.1
2021-07-08,Buses,56.00000000000001
2021-07-08,LIRR,40
2021-07-08,Metro North,36
2021-07-08,Access A Ride,77.4
2021-07-08,Bridges And Tunnels,92.5
2021-07-07,Subways,43.8
2021-07-07,Buses,56.599999999999994
2021-07-07,LIRR,43
2021-07-07,Metro North,38
2021-07-07,Access A Ride,78.60000000000001
2021-07-07,Bridges And Tunnels,96.6
2021-07-06,Subways,42.199999999999996
2021-07-06,Buses,54.400000000000006
2021-07-06,LIRR,44
2021-07-06,Metro North,39
2021-07-06,Access A Ride,76
2021-07-06,Bridges And Tunnels,95.19999999999999
2021-07-05,Subways,64.7
2021-07-05,Buses,69.89999999999999
2021-07-05,LIRR,84
2021-07-05,Metro North,22
2021-07-05,Access A Ride,56.89999999999999
2021-07-05,Bridges And Tunnels,90.7
2021-07-04,Subways,54
2021-07-04,Buses,55.1
2021-07-04,LIRR,75
2021-07-04,Metro North,80
2021-07-04,Access A Ride,98.4
2021-07-04,Bridges And Tunnels,88.3
2021-07-03,Subways,59.5
2021-07-03,Buses,57.8
2021-07-03,LIRR,56.99999999999999
2021-07-03,Metro North,59
2021-07-03,Access A Ride,87.4
2021-07-03,Bridges And Tunnels,97.89999999999999
2021-07-02,Subways,59
2021-07-02,Buses,63.7
2021-07-02,LIRR,39
2021-07-02,Metro North,35
2021-07-02,Access A Ride,96.8
2021-07-02,Bridges And Tunnels,107.60000000000001
2021-07-01,Subways,41.8
2021-07-01,Buses,53.1
2021-07-01,LIRR,40
2021-07-01,Metro North,35
2021-07-01,Access A Ride,74.3
2021-07-01,Bridges And Tunnels,121.39999999999999
2021-06-30,Subways,45
2021-06-30,Buses,54.7
2021-06-30,LIRR,42
2021-06-30,Metro North,38
2021-06-30,Access A Ride,76.9
2021-06-30,Bridges And Tunnels,93.7
2021-06-29,Subways,44
2021-06-29,Buses,56.2
2021-06-29,LIRR,41
2021-06-29,Metro North,38
2021-06-29,Access A Ride,73.2
2021-06-29,Bridges And Tunnels,98.2
2021-06-28,Subways,43.3
2021-06-28,Buses,56.39999999999999
2021-06-28,LIRR,42
2021-06-28,Metro North,38
2021-06-28,Access A Ride,76.9
2021-06-28,Bridges And Tunnels,96.5
2021-06-27,Subways,51.7
2021-06-27,Buses,59.599999999999994
2021-06-27,LIRR,80
2021-06-27,Metro North,78
2021-06-27,Access A Ride,69.6
2021-06-27,Bridges And Tunnels,96.5
2021-06-26,Subways,58.199999999999996
2021-06-26,Buses,63.1
2021-06-26,LIRR,68
2021-06-26,Metro North,69
2021-06-26,Access A Ride,84.1
2021-06-26,Bridges And Tunnels,98.2
2021-06-25,Subways,47.3
2021-06-25,Buses,60.9
2021-06-25,LIRR,42
2021-06-25,Metro North,37
2021-06-25,Access A Ride,80.30000000000001
2021-06-25,Bridges And Tunnels,94.5
2021-06-24,Subways,45.2
2021-06-24,Buses,59.9
2021-06-24,LIRR,42
2021-06-24,Metro North,39
2021-06-24,Access A Ride,77.10000000000001
2021-06-24,Bridges And Tunnels,93.7
2021-06-23,Subways,44
2021-06-23,Buses,56.00000000000001
2021-06-23,LIRR,43
2021-06-23,Metro North,39
2021-06-23,Access A Ride,78.8
2021-06-23,Bridges And Tunnels,93.2
2021-06-22,Subways,42.699999999999996
2021-06-22,Buses,55.7
2021-06-22,LIRR,40
2021-06-22,Metro North,38
2021-06-22,Access A Ride,74.7
2021-06-22,Bridges And Tunnels,93.8
2021-06-21,Subways,41.9
2021-06-21,Buses,56.10000000000001
2021-06-21,LIRR,43
2021-06-21,Metro North,36
2021-06-21,Access A Ride,75.5
2021-06-21,Bridges And Tunnels,94.5
2021-06-20,Subways,52.900000000000006
2021-06-20,Buses,58.099999999999994
2021-06-20,LIRR,82
2021-06-20,Metro North,76
2021-06-20,Access A Ride,70.5
2021-06-20,Bridges And Tunnels,98.3
2021-06-19,Subways,54.1
2021-06-19,Buses,60
2021-06-19,LIRR,68
2021-06-19,Metro North,69
2021-06-19,Access A Ride,80.2
2021-06-19,Bridges And Tunnels,95
2021-06-18,Subways,46.400000000000006
2021-06-18,Buses,66.10000000000001
2021-06-18,LIRR,41
2021-06-18,Metro North,39
2021-06-18,Access A Ride,78.8
2021-06-18,Bridges And Tunnels,96.39999999999999
2021-06-17,Subways,44.9
2021-06-17,Buses,62.8
2021-06-17,LIRR,42
2021-06-17,Metro North,38
2021-06-17,Access A Ride,77.8
2021-06-17,Bridges And Tunnels,97.39999999999999
2021-06-16,Subways,44
2021-06-16,Buses,58.699999999999996
2021-06-16,LIRR,42
2021-06-16,Metro North,37
2021-06-16,Access A Ride,79.4
2021-06-16,Bridges And Tunnels,97.5
2021-06-15,Subways,44.1
2021-06-15,Buses,60.8
2021-06-15,LIRR,41
2021-06-15,Metro North,37
2021-06-15,Access A Ride,77.8
2021-06-15,Bridges And Tunnels,98.7
2021-06-14,Subways,40.8
2021-06-14,Buses,54
2021-06-14,LIRR,40
2021-06-14,Metro North,34
2021-06-14,Access A Ride,79.2
2021-06-14,Bridges And Tunnels,91.5
2021-06-13,Subways,59.199999999999996
2021-06-13,Buses,61.8
2021-06-13,LIRR,63
2021-06-13,Metro North,64
2021-06-13,Access A Ride,64.60000000000001
2021-06-13,Bridges And Tunnels,95.19999999999999
2021-06-12,Subways,55.50000000000001
2021-06-12,Buses,59.5
2021-06-12,LIRR,60
2021-06-12,Metro North,64
2021-06-12,Access A Ride,80.5
2021-06-12,Bridges And Tunnels,91
2021-06-11,Subways,43.3
2021-06-11,Buses,54.7
2021-06-11,LIRR,39
2021-06-11,Metro North,35
2021-06-11,Access A Ride,80.7
2021-06-11,Bridges And Tunnels,93
2021-06-10,Subways,43.4
2021-06-10,Buses,58.5
2021-06-10,LIRR,39
2021-06-10,Metro North,35
2021-06-10,Access A Ride,79.60000000000001
2021-06-10,Bridges And Tunnels,97.89999999999999
2021-06-09,Subways,40.6
2021-06-09,Buses,54
2021-06-09,LIRR,38
2021-06-09,Metro North,35
2021-06-09,Access A Ride,74.5
2021-06-09,Bridges And Tunnels,92.7
2021-06-08,Subways,39.4
2021-06-08,Buses,52.5
2021-06-08,LIRR,38
2021-06-08,Metro North,34
2021-06-08,Access A Ride,78.10000000000001
2021-06-08,Bridges And Tunnels,91.5
2021-06-07,Subways,42.199999999999996
2021-06-07,Buses,58.5
2021-06-07,LIRR,39
2021-06-07,Metro North,34
2021-06-07,Access A Ride,82.6
2021-06-07,Bridges And Tunnels,102.2
2021-06-06,Subways,52.6
2021-06-06,Buses,60.3
2021-06-06,LIRR,66
2021-06-06,Metro North,64
2021-06-06,Access A Ride,69.8
2021-06-06,Bridges And Tunnels,103.4
2021-06-05,Subways,54.800000000000004
2021-06-05,Buses,61.8
2021-06-05,LIRR,65
2021-06-05,Metro North,65
2021-06-05,Access A Ride,81.89999999999999
2021-06-05,Bridges And Tunnels,97.7
2021-06-04,Subways,40.8
2021-06-04,Buses,52
2021-06-04,LIRR,35
2021-06-04,Metro North,33
2021-06-04,Access A Ride,78.7
2021-06-04,Bridges And Tunnels,90.3
2021-06-03,Subways,39.1
2021-06-03,Buses,52.800000000000004
2021-06-03,LIRR,36
2021-06-03,Metro North,33
2021-06-03,Access A Ride,77.2
2021-06-03,Bridges And Tunnels,89.1
2021-06-02,Subways,40.8
2021-06-02,Buses,54.7
2021-06-02,LIRR,39
2021-06-02,Metro North,35
2021-06-02,Access A Ride,78.7
2021-06-02,Bridges And Tunnels,94.3
2021-06-01,Subways,40.9
2021-06-01,Buses,58.3
2021-06-01,LIRR,40
2021-06-01,Metro North,37
2021-06-01,Access A Ride,75.3
2021-06-01,Bridges And Tunnels,95.39999999999999
2021-05-31,Subways,53.400000000000006
2021-05-31,Buses,61
2021-05-31,LIRR,32
2021-05-31,Metro North,22
2021-05-31,Access A Ride,96.2
2021-05-31,Bridges And Tunnels,79.10000000000001
2021-05-30,Subways,42.1
2021-05-30,Buses,44.7
2021-05-30,LIRR,45
2021-05-30,Metro North,45
2021-05-30,Access A Ride,55.50000000000001
2021-05-30,Bridges And Tunnels,74.1
2021-05-29,Subways,43.2
2021-05-29,Buses,45.6
2021-05-29,LIRR,46
2021-05-29,Metro North,48
2021-05-29,Access A Ride,67.60000000000001
2021-05-29,Bridges And Tunnels,77.10000000000001
2021-05-28,Subways,38.800000000000004
2021-05-28,Buses,51.300000000000004
2021-05-28,LIRR,35
2021-05-28,Metro North,31
2021-05-28,Access A Ride,77.10000000000001
2021-05-28,Bridges And Tunnels,88.8
2021-05-27,Subways,41
2021-05-27,Buses,56.99999999999999
2021-05-27,LIRR,37
2021-05-27,Metro North,32
2021-05-27,Access A Ride,81.89999999999999
2021-05-27,Bridges And Tunnels,99.5
2021-05-26,Subways,40
2021-05-26,Buses,56.3
2021-05-26,LIRR,36
2021-05-26,Metro North,30
2021-05-26,Access A Ride,80.2
2021-05-26,Bridges And Tunnels,97.2
2021-05-25,Subways,41.9
2021-05-25,Buses,57.599999999999994
2021-05-25,LIRR,35
2021-05-25,Metro North,30
2021-05-25,Access A Ride,80.7
2021-05-25,Bridges And Tunnels,97.5
2021-05-24,Subways,38.3
2021-05-24,Buses,53.6
2021-05-24,LIRR,33
2021-05-24,Metro North,28.000000000000004
2021-05-24,Access A Ride,75.8
2021-05-24,Bridges And Tunnels,110.5
2021-05-23,Subways,49.9
2021-05-23,Buses,60.699999999999996
2021-05-23,LIRR,59
2021-05-23,Metro North,61
2021-05-23,Access A Ride,63.800000000000004
2021-05-23,Bridges And Tunnels,101
2021-05-22,Subways,54.7
2021-05-22,Buses,63
2021-05-22,LIRR,56.00000000000001
2021-05-22,Metro North,63
2021-05-22,Access A Ride,84.6
2021-05-22,Bridges And Tunnels,100.89999999999999
2021-05-21,Subways,43.1
2021-05-21,Buses,55.50000000000001
2021-05-21,LIRR,34
2021-05-21,Metro North,32
2021-05-21,Access A Ride,81
2021-05-21,Bridges And Tunnels,91.9
2021-05-20,Subways,40
2021-05-20,Buses,56.8
2021-05-20,LIRR,33
2021-05-20,Metro North,28.999999999999996
2021-05-20,Access A Ride,79.60000000000001
2021-05-20,Bridges And Tunnels,91.9
2021-05-19,Subways,38.4
2021-05-19,Buses,53.900000000000006
2021-05-19,LIRR,33
2021-05-19,Metro North,28.999999999999996
2021-05-19,Access A Ride,76.1
2021-05-19,Bridges And Tunnels,92.30000000000001
2021-05-18,Subways,36.8
2021-05-18,Buses,52.400000000000006
2021-05-18,LIRR,31
2021-05-18,Metro North,28.000000000000004
2021-05-18,Access A Ride,74.4
2021-05-18,Bridges And Tunnels,86.5
2021-05-17,Subways,36.3
2021-05-17,Buses,51
2021-05-17,LIRR,31
2021-05-17,Metro North,27
2021-05-17,Access A Ride,75.3
2021-05-17,Bridges And Tunnels,83.8
2021-05-16,Subways,45.800000000000004
2021-05-16,Buses,55.7
2021-05-16,LIRR,50
2021-05-16,Metro North,55.00000000000001
2021-05-16,Access A Ride,59.199999999999996
2021-05-16,Bridges And Tunnels,85.9
2021-05-15,Subways,48.1
2021-05-15,Buses,59.199999999999996
2021-05-15,LIRR,53
2021-05-15,Metro North,60
2021-05-15,Access A Ride,76.6
2021-05-15,Bridges And Tunnels,89.60000000000001
2021-05-14,Subways,39.6
2021-05-14,Buses,54.50000000000001
2021-05-14,LIRR,33
2021-05-14,Metro North,30
2021-05-14,Access A Ride,78.5
2021-05-14,Bridges And Tunnels,89.8
2021-05-13,Subways,36.6
2021-05-13,Buses,50.8
2021-05-13,LIRR,32
2021-05-13,Metro North,28.000000000000004
2021-05-13,Access A Ride,77.8
2021-05-13,Bridges And Tunnels,90
2021-05-12,Subways,37.1
2021-05-12,Buses,52.6
2021-05-12,LIRR,31
2021-05-12,Metro North,27
2021-05-12,Access A Ride,74.9
2021-05-12,Bridges And Tunnels,90.7
2021-05-11,Subways,37.3
2021-05-11,Buses,53.300000000000004
2021-05-11,LIRR,30
2021-05-11,Metro North,26
2021-05-11,Access A Ride,76.9
2021-05-11,Bridges And Tunnels,93.10000000000001
2021-05-10,Subways,36.6
2021-05-10,Buses,54.1
2021-05-10,LIRR,30
2021-05-10,Metro North,26
2021-05-10,Access A Ride,78.8
2021-05-10,Bridges And Tunnels,93.30000000000001
2021-05-09,Subways,53.5
2021-05-09,Buses,69.1
2021-05-09,LIRR,55.00000000000001
2021-05-09,Metro North,56.99999999999999
2021-05-09,Access A Ride,70.89999999999999
2021-05-09,Bridges And Tunnels,100.29999999999998
2021-05-08,Subways,44.9
2021-05-08,Buses,54.300000000000004
2021-05-08,LIRR,48
2021-05-08,Metro North,52
2021-05-08,Access A Ride,73.5
2021-05-08,Bridges And Tunnels,86.1
2021-05-07,Subways,39.800000000000004
2021-05-07,Buses,54.1
2021-05-07,LIRR,32
2021-05-07,Metro North,28.999999999999996
2021-05-07,Access A Ride,79.80000000000001
2021-05-07,Bridges And Tunnels,91.9
2021-05-06,Subways,37.4
2021-05-06,Buses,53.2
2021-05-06,LIRR,30
2021-05-06,Metro North,27
2021-05-06,Access A Ride,77.2
2021-05-06,Bridges And Tunnels,91.7
2021-05-05,Subways,35.4
2021-05-05,Buses,48.4
2021-05-05,LIRR,28.999999999999996
2021-05-05,Metro North,25
2021-05-05,Access A Ride,72.89999999999999
2021-05-05,Bridges And Tunnels,87.5
2021-05-04,Subways,36.5
2021-05-04,Buses,51.9
2021-05-04,LIRR,28.999999999999996
2021-05-04,Metro North,25
2021-05-04,Access A Ride,74.2
2021-05-04,Bridges And Tunnels,90.9
2021-05-03,Subways,35
2021-05-03,Buses,51.1
2021-05-03,LIRR,28.999999999999996
2021-05-03,Metro North,23
2021-05-03,Access A Ride,75.9
2021-05-03,Bridges And Tunnels,89.3
2021-05-02,Subways,49.5
2021-05-02,Buses,73.8
2021-05-02,LIRR,43
2021-05-02,Metro North,49
2021-05-02,Access A Ride,65.9
2021-05-02,Bridges And Tunnels,101.6
2021-05-01,Subways,46.9
2021-05-01,Buses,59
2021-05-01,LIRR,43
2021-05-01,Metro North,51
2021-05-01,Access A Ride,75.4
2021-05-01,Bridges And Tunnels,90.9
2021-04-30,Subways,37.7
2021-04-30,Buses,53.1
2021-04-30,LIRR,30
2021-04-30,Metro North,27
2021-04-30,Access A Ride,77.8
2021-04-30,Bridges And Tunnels,91.3
2021-04-29,Subways,34.5
2021-04-29,Buses,49.7
2021-04-29,LIRR,28.999999999999996
2021-04-29,Metro North,24
2021-04-29,Access A Ride,74.9
2021-04-29,Bridges And Tunnels,88.8
2021-04-28,Subways,36.8
2021-04-28,Buses,52.2
2021-04-28,LIRR,30
2021-04-28,Metro North,25
2021-04-28,Access A Ride,79.2
2021-04-28,Bridges And Tunnels,93.30000000000001
2021-04-27,Subways,35.5
2021-04-27,Buses,52.400000000000006
2021-04-27,LIRR,28.999999999999996
2021-04-27,Metro North,24
2021-04-27,Access A Ride,76.3
2021-04-27,Bridges And Tunnels,90.4
2021-04-26,Subways,35.199999999999996
2021-04-26,Buses,51.5
2021-04-26,LIRR,28.999999999999996
2021-04-26,Metro North,24
2021-04-26,Access A Ride,77.4
2021-04-26,Bridges And Tunnels,91.3
2021-04-25,Subways,40.699999999999996
2021-04-25,Buses,54.50000000000001
2021-04-25,LIRR,37
2021-04-25,Metro North,36
2021-04-25,Access A Ride,56.00000000000001
2021-04-25,Bridges And Tunnels,83.1
2021-04-24,Subways,46.5
2021-04-24,Buses,60.5
2021-04-24,LIRR,45
2021-04-24,Metro North,53
2021-04-24,Access A Ride,81.39999999999999
2021-04-24,Bridges And Tunnels,92.7
2021-04-23,Subways,42.1
2021-04-23,Buses,67.7
2021-04-23,LIRR,30
2021-04-23,Metro North,27
2021-04-23,Access A Ride,86.8
2021-04-23,Bridges And Tunnels,102
2021-04-22,Subways,37.4
2021-04-22,Buses,59
2021-04-22,LIRR,28.000000000000004
2021-04-22,Metro North,24
2021-04-22,Access A Ride,78
2021-04-22,Bridges And Tunnels,92.5
2021-04-21,Subways,36.199999999999996
2021-04-21,Buses,56.49999999999999
2021-04-21,LIRR,27
2021-04-21,Metro North,23
2021-04-21,Access A Ride,76.3
2021-04-21,Bridges And Tunnels,88
2021-04-20,Subways,38.4
2021-04-20,Buses,60.4
2021-04-20,LIRR,28.999999999999996
2021-04-20,Metro North,25
2021-04-20,Access A Ride,85
2021-04-20,Bridges And Tunnels,92.4
2021-04-19,Subways,38.7
2021-04-19,Buses,63.2
2021-04-19,LIRR,28.000000000000004
2021-04-19,Metro North,23
2021-04-19,Access A Ride,89.1
2021-04-19,Bridges And Tunnels,88.8
2021-04-18,Subways,43.7
2021-04-18,Buses,61.4
2021-04-18,LIRR,42
2021-04-18,Metro North,47
2021-04-18,Access A Ride,58.3
2021-04-18,Bridges And Tunnels,85.6
2021-04-17,Subways,43.4
2021-04-17,Buses,57.3
2021-04-17,LIRR,44
2021-04-17,Metro North,49
2021-04-17,Access A Ride,75.4
2021-04-17,Bridges And Tunnels,96.3
2021-04-16,Subways,36.4
2021-04-16,Buses,51.800000000000004
2021-04-16,LIRR,28.000000000000004
2021-04-16,Metro North,26
2021-04-16,Access A Ride,74.3
2021-04-16,Bridges And Tunnels,92.2
2021-04-15,Subways,32.4
2021-04-15,Buses,48.1
2021-04-15,LIRR,26
2021-04-15,Metro North,22
2021-04-15,Access A Ride,71.5
2021-04-15,Bridges And Tunnels,82.19999999999999
2021-04-14,Subways,33.800000000000004
2021-04-14,Buses,51.300000000000004
2021-04-14,LIRR,28.000000000000004
2021-04-14,Metro North,24
2021-04-14,Access A Ride,74.7
2021-04-14,Bridges And Tunnels,88.1
2021-04-13,Subways,34
2021-04-13,Buses,50.9
2021-04-13,LIRR,28.000000000000004
2021-04-13,Metro North,24
2021-04-13,Access A Ride,75.5
2021-04-13,Bridges And Tunnels,88
2021-04-12,Subways,33.300000000000004
2021-04-12,Buses,49.6
2021-04-12,LIRR,27
2021-04-12,Metro North,22
2021-04-12,Access A Ride,75.8
2021-04-12,Bridges And Tunnels,87.3
2021-04-11,Subways,36.4
2021-04-11,Buses,51
2021-04-11,LIRR,35
2021-04-11,Metro North,35
2021-04-11,Access A Ride,52.300000000000004
2021-04-11,Bridges And Tunnels,78.2
2021-04-10,Subways,42.4
2021-04-10,Buses,56.39999999999999
2021-04-10,LIRR,40
2021-04-10,Metro North,45
2021-04-10,Access A Ride,72
2021-04-10,Bridges And Tunnels,86.8
2021-04-09,Subways,35.5
2021-04-09,Buses,51.2
2021-04-09,LIRR,28.000000000000004
2021-04-09,Metro North,25
2021-04-09,Access A Ride,75.5
2021-04-09,Bridges And Tunnels,89.4
2021-04-08,Subways,34.599999999999994
2021-04-08,Buses,50.3
2021-04-08,LIRR,28.000000000000004
2021-04-08,Metro North,24
2021-04-08,Access A Ride,71.89999999999999
2021-04-08,Bridges And Tunnels,90.3
2021-04-07,Subways,33.900000000000006
2021-04-07,Buses,49.9
2021-04-07,LIRR,28.000000000000004
2021-04-07,Metro North,23
2021-04-07,Access A Ride,73.4
2021-04-07,Bridges And Tunnels,90.3
2021-04-06,Subways,33.800000000000004
2021-04-06,Buses,49.9
2021-04-06,LIRR,28.000000000000004
2021-04-06,Metro North,23
2021-04-06,Access A Ride,71.7
2021-04-06,Bridges And Tunnels,91.9
2021-04-05,Subways,32.800000000000004
2021-04-05,Buses,47.599999999999994
2021-04-05,LIRR,28.000000000000004
2021-04-05,Metro North,24
2021-04-05,Access A Ride,70.5
2021-04-05,Bridges And Tunnels,91.4
2021-04-04,Subways,40.6
2021-04-04,Buses,52.2
2021-04-04,LIRR,45
2021-04-04,Metro North,46
2021-04-04,Access A Ride,60.099999999999994
2021-04-04,Bridges And Tunnels,83.89999999999999
2021-04-03,Subways,46.6
2021-04-03,Buses,62.8
2021-04-03,LIRR,42
2021-04-03,Metro North,46
2021-04-03,Access A Ride,86.1
2021-04-03,Bridges And Tunnels,83.2
2021-04-02,Subways,37
2021-04-02,Buses,54.300000000000004
2021-04-02,LIRR,26
2021-04-02,Metro North,23
2021-04-02,Access A Ride,77
2021-04-02,Bridges And Tunnels,86.8
2021-04-01,Subways,31.2
2021-04-01,Buses,43.6
2021-04-01,LIRR,25
2021-04-01,Metro North,19
2021-04-01,Access A Ride,65.2
2021-04-01,Bridges And Tunnels,87.8
2021-03-31,Subways,30.8
2021-03-31,Buses,41.9
2021-03-31,LIRR,27
2021-03-31,Metro North,22
2021-03-31,Access A Ride,63.1
2021-03-31,Bridges And Tunnels,89.2
2021-03-30,Subways,32.7
2021-03-30,Buses,46
2021-03-30,LIRR,28.999999999999996
2021-03-30,Metro North,24
2021-03-30,Access A Ride,70.3
2021-03-30,Bridges And Tunnels,92.9
2021-03-29,Subways,31.4
2021-03-29,Buses,43.7
2021-03-29,LIRR,28.000000000000004
2021-03-29,Metro North,23
2021-03-29,Access A Ride,65
2021-03-29,Bridges And Tunnels,85.1
2021-03-28,Subways,35.699999999999996
2021-03-28,Buses,46.5
2021-03-28,LIRR,33
2021-03-28,Metro North,32
2021-03-28,Access A Ride,52.2
2021-03-28,Bridges And Tunnels,73.7
2021-03-27,Subways,42.3
2021-03-27,Buses,55.900000000000006
2021-03-27,LIRR,44
2021-03-27,Metro North,47
2021-03-27,Access A Ride,74.7
2021-03-27,Bridges And Tunnels,90.60000000000001
2021-03-26,Subways,34.699999999999996
2021-03-26,Buses,49
2021-03-26,LIRR,27
2021-03-26,Metro North,23
2021-03-26,Access A Ride,72.7
2021-03-26,Bridges And Tunnels,87.8
2021-03-25,Subways,33.300000000000004
2021-03-25,Buses,48.4
2021-03-25,LIRR,27
2021-03-25,Metro North,22
2021-03-25,Access A Ride,71.3
2021-03-25,Bridges And Tunnels,87.6
2021-03-24,Subways,32
2021-03-24,Buses,46.6
2021-03-24,LIRR,25
2021-03-24,Metro North,20
2021-03-24,Access A Ride,68.8
2021-03-24,Bridges And Tunnels,85.8
2021-03-23,Subways,33.1
2021-03-23,Buses,48.3
2021-03-23,LIRR,27
2021-03-23,Metro North,21
2021-03-23,Access A Ride,71.2
2021-03-23,Bridges And Tunnels,89.5
2021-03-22,Subways,33.300000000000004
2021-03-22,Buses,48.5
2021-03-22,LIRR,27
2021-03-22,Metro North,22
2021-03-22,Access A Ride,71.7
2021-03-22,Bridges And Tunnels,88.7
2021-03-21,Subways,41.9
2021-03-21,Buses,53.800000000000004
2021-03-21,LIRR,40
2021-03-21,Metro North,40
2021-03-21,Access A Ride,56.10000000000001
2021-03-21,Bridges And Tunnels,84.39999999999999
2021-03-20,Subways,43.2
2021-03-20,Buses,57.9
2021-03-20,LIRR,39
2021-03-20,Metro North,40
2021-03-20,Access A Ride,76.1
2021-03-20,Bridges And Tunnels,89
2021-03-19,Subways,34.699999999999996
2021-03-19,Buses,50.6
2021-03-19,LIRR,26
2021-03-19,Metro North,22
2021-03-19,Access A Ride,72.39999999999999
2021-03-19,Bridges And Tunnels,89.60000000000001
2021-03-18,Subways,31.900000000000002
2021-03-18,Buses,46.7
2021-03-18,LIRR,24
2021-03-18,Metro North,20
2021-03-18,Access A Ride,69.3
2021-03-18,Bridges And Tunnels,87
2021-03-17,Subways,32.800000000000004
2021-03-17,Buses,47.099999999999994
2021-03-17,LIRR,26
2021-03-17,Metro North,21
2021-03-17,Access A Ride,70
2021-03-17,Bridges And Tunnels,87.6
2021-03-16,Subways,32
2021-03-16,Buses,45.6
2021-03-16,LIRR,25
2021-03-16,Metro North,20
2021-03-16,Access A Ride,68.30000000000001
2021-03-16,Bridges And Tunnels,86.6
2021-03-15,Subways,32.1
2021-03-15,Buses,45.5
2021-03-15,LIRR,25
2021-03-15,Metro North,20
2021-03-15,Access A Ride,71.39999999999999
2021-03-15,Bridges And Tunnels,86.7
2021-03-14,Subways,37.9
2021-03-14,Buses,51.6
2021-03-14,LIRR,35
2021-03-14,Metro North,34
2021-03-14,Access A Ride,53.300000000000004
2021-03-14,Bridges And Tunnels,79.80000000000001
2021-03-13,Subways,39.4
2021-03-13,Buses,53.900000000000006
2021-03-13,LIRR,36
2021-03-13,Metro North,39
2021-03-13,Access A Ride,70.5
2021-03-13,Bridges And Tunnels,85.8
2021-03-12,Subways,34
2021-03-12,Buses,49
2021-03-12,LIRR,26
2021-03-12,Metro North,23
2021-03-12,Access A Ride,74.8
2021-03-12,Bridges And Tunnels,87.5
2021-03-11,Subways,32.4
2021-03-11,Buses,47
2021-03-11,LIRR,26
2021-03-11,Metro North,21
2021-03-11,Access A Ride,72.3
2021-03-11,Bridges And Tunnels,86.7
2021-03-10,Subways,32
2021-03-10,Buses,47
2021-03-10,LIRR,25
2021-03-10,Metro North,21
